2461133.717735012, A.D. 2026-Apr-03 05:13:32.3050, -3.561493972338211E+05, -1.740186953306322E+05, -2.658660162655861E+04,  4.064535447771728E-01, -9.051122688648936E-01, -6.244677443823227E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.721207234, A.D. 2026-Apr-03 05:18:32.3050, -3.560273594254172E+05, -1.742901787523255E+05, -2.660532791117820E+04,  4.071317959992904E-01, -9.047771258741084E-01, -6.239511766692979E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.724679456, A.D. 2026-Apr-03 05:23:32.3050, -3.559051181853872E+05, -1.745615615562403E+05, -2.662403869394513E+04,  4.078097555645137E-01, -9.044414837195673E-01, -6.234342875927623E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.728151678, A.D. 2026-Apr-03 05:28:32.3050, -3.557826736012765E+05, -1.748328435926675E+05, -2.664273396522355E+04,  4.084874231494837E-01, -9.041053426681758E-01, -6.229170774934123E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.731623901, A.D. 2026-Apr-03 05:33:32.3050, -3.556600257607279E+05, -1.751040247119782E+05, -2.666141371538791E+04,  4.091647984311154E-01, -9.037687029870026E-01, -6.223995467119908E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.735096123, A.D. 2026-Apr-03 05:38:32.3050, -3.555371747514805E+05, -1.753751047646235E+05, -2.668007793482285E+04,  4.098418810865970E-01, -9.034315649432809E-01, -6.218816955892864E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.738568345, A.D. 2026-Apr-03 05:43:32.3050, -3.554141206613708E+05, -1.756460836011347E+05, -2.669872661392325E+04,  4.105186707933913E-01, -9.030939288044055E-01, -6.213635244661303E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.742040567, A.D. 2026-Apr-03 05:48:32.3050, -3.552908635783316E+05, -1.759169610721234E+05, -2.671735974309424E+04,  4.111951672292345E-01, -9.027557948379351E-01, -6.208450336833959E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.745512790, A.D. 2026-Apr-03 05:53:32.3050, -3.551674035903926E+05, -1.761877370282814E+05, -2.673597731275107E+04,  4.118713700721370E-01, -9.024171633115901E-01, -6.203262235820045E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.748985012, A.D. 2026-Apr-03 05:58:32.3050, -3.550437407856797E+05, -1.764584113203811E+05, -2.675457931331937E+04,  4.125472790003820E-01, -9.020780344932535E-01, -6.198070945029122E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.752457234, A.D. 2026-Apr-03 06:03:32.3050, -3.549198752524159E+05, -1.767289837992750E+05, -2.677316573523488E+04,  4.132228936925281E-01, -9.017384086509698E-01, -6.192876467871267E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.755929456, A.D. 2026-Apr-03 06:08:32.3050, -3.547958070789200E+05, -1.769994543158961E+05, -2.679173656894364E+04,  4.138982138274064E-01, -9.013982860529444E-01, -6.187678807756952E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.759401678, A.D. 2026-Apr-03 06:13:32.3050, -3.546715363536073E+05, -1.772698227212580E+05, -2.681029180490188E+04,  4.145732390841227E-01, -9.010576669675450E-01, -6.182477968097083E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.762873901, A.D. 2026-Apr-03 06:18:32.3050, -3.545470631649893E+05, -1.775400888664548E+05, -2.682883143357607E+04,  4.152479691420556E-01, -9.007165516632992E-01, -6.177273952302931E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.766346123, A.D. 2026-Apr-03 06:23:32.3050, -3.544223876016740E+05, -1.778102526026610E+05, -2.684735544544296E+04,  4.159224036808587E-01, -9.003749404088955E-01, -6.172066763786260E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.769818345, A.D. 2026-Apr-03 06:28:32.3050, -3.542975097523648E+05, -1.780803137811320E+05, -2.686586383098948E+04,  4.165965423804583E-01, -9.000328334731826E-01, -6.166856405959220E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.773290567, A.D. 2026-Apr-03 06:33:32.3050, -3.541724297058616E+05, -1.783502722532037E+05, -2.688435658071282E+04,  4.172703849210553E-01, -8.996902311251689E-01, -6.161642882234358E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.776762790, A.D. 2026-Apr-03 06:38:32.3050, -3.540471475510600E+05, -1.786201278702928E+05, -2.690283368512041E+04,  4.179439309831237E-01, -8.993471336340226E-01, -6.156426196024645E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.780235012, A.D. 2026-Apr-03 06:43:32.3050, -3.539216633769515E+05, -1.788898804838967E+05, -2.692129513472991E+04,  4.186171802474118E-01, -8.990035412690708E-01, -6.151206350743477E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.783707234, A.D. 2026-Apr-03 06:48:32.3050, -3.537959772726232E+05, -1.791595299455938E+05, -2.693974092006923E+04,  4.192901323949415E-01, -8.986594542997998E-01, -6.145983349804607E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.787179456, A.D. 2026-Apr-03 06:53:32.3050, -3.536700893272581E+05, -1.794290761070431E+05, -2.695817103167649E+04,  4.199627871070082E-01, -8.983148729958541E-01, -6.140757196622249E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.790651678, A.D. 2026-Apr-03 06:58:32.3050, -3.535439996301344E+05, -1.796985188199848E+05, -2.697658546010011E+04,  4.206351440651813E-01, -8.979697976270372E-01, -6.135527894610954E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.794123901, A.D. 2026-Apr-03 07:03:32.3050, -3.534177082706261E+05, -1.799678579362398E+05, -2.699498419589875E+04,  4.213072029513038E-01, -8.976242284633104E-01, -6.130295447185730E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.797596123, A.D. 2026-Apr-03 07:08:32.3050, -3.532912153382027E+05, -1.802370933077103E+05, -2.701336722964123E+04,  4.219789634474927E-01, -8.972781657747918E-01, -6.125059857761950E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.801068345, A.D. 2026-Apr-03 07:13:32.3050, -3.531645209224285E+05, -1.805062247863793E+05, -2.703173455190672E+04,  4.226504252361379E-01, -8.969316098317578E-01, -6.119821129755371E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.804540567, A.D. 2026-Apr-03 07:18:32.3050, -3.530376251129635E+05, -1.807752522243110E+05, -2.705008615328459E+04,  4.233215879999044E-01, -8.965845609046413E-01, -6.114579266582154E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.808012790, A.D. 2026-Apr-03 07:23:32.3050, -3.529105279995627E+05, -1.810441754736507E+05, -2.706842202437448E+04,  4.239924514217293E-01, -8.962370192640328E-01, -6.109334271658845E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.811485012, A.D. 2026-Apr-03 07:28:32.3050, -3.527832296720762E+05, -1.813129943866251E+05, -2.708674215578623E+04,  4.246630151848245E-01, -8.958889851806782E-01, -6.104086148402355E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.814957234, A.D. 2026-Apr-03 07:33:32.3050, -3.526557302204493E+05, -1.815817088155419E+05, -2.710504653813998E+04,  4.253332789726750E-01, -8.955404589254795E-01, -6.098834900229994E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.818429456, A.D. 2026-Apr-03 07:38:32.3050, -3.525280297347218E+05, -1.818503186127903E+05, -2.712333516206612E+04,  4.260032424690397E-01, -8.951914407694952E-01, -6.093580530559450E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.821901678, A.D. 2026-Apr-03 07:43:32.3050, -3.524001283050287E+05, -1.821188236308407E+05, -2.714160801820523E+04,  4.266729053579510E-01, -8.948419309839388E-01, -6.088323042808785E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.825373901, A.D. 2026-Apr-03 07:48:32.3050, -3.522720260215994E+05, -1.823872237222448E+05, -2.715986509720830E+04,  4.273422673237149E-01, -8.944919298401790E-01, -6.083062440396425E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.828846123, A.D. 2026-Apr-03 07:53:32.3050, -3.521437229747582E+05, -1.826555187396361E+05, -2.717810638973639E+04,  4.280113280509111E-01, -8.941414376097396E-01, -6.077798726741152E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.832318345, A.D. 2026-Apr-03 07:58:32.3050, -3.520152192549242E+05, -1.829237085357292E+05, -2.719633188646091E+04,  4.286800872243929E-01, -8.937904545642983E-01, -6.072531905262191E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.835790567, A.D. 2026-Apr-03 08:03:32.3050, -3.518865149526105E+05, -1.831917929633204E+05, -2.721454157806356E+04,  4.293485445292871E-01, -8.934389809756875E-01, -6.067261979379024E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.839262790, A.D. 2026-Apr-03 08:08:32.3050, -3.517576101584249E+05, -1.834597718752875E+05, -2.723273545523622E+04,  4.300166996509941E-01, -8.930870171158936E-01, -6.061988952511566E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.842735012, A.D. 2026-Apr-03 08:13:32.3050, -3.516285049630696E+05, -1.837276451245900E+05, -2.725091350868106E+04,  4.306845522751876E-01, -8.927345632570562E-01, -6.056712828080080E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.846207234, A.D. 2026-Apr-03 08:18:32.3050, -3.514991994573410E+05, -1.839954125642690E+05, -2.726907572911055E+04,  4.313521020878153E-01, -8.923816196714686E-01, -6.051433609505186E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.849679456, A.D. 2026-Apr-03 08:23:32.3050, -3.513696937321295E+05, -1.842630740474474E+05, -2.728722210724737E+04,  4.320193487750980E-01, -8.920281866315769E-01, -6.046151300207808E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.853151678, A.D. 2026-Apr-03 08:28:32.3050, -3.512399878784198E+05, -1.845306294273298E+05, -2.730535263382448E+04,  4.326862920235302E-01, -8.916742644099789E-01, -6.040865903609327E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.856623901, A.D. 2026-Apr-03 08:33:32.3050, -3.511100819872906E+05, -1.847980785572025E+05, -2.732346729958514E+04,  4.333529315198797E-01, -8.913198532794264E-01, -6.035577423131372E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.860096123, A.D. 2026-Apr-03 08:38:32.3050, -3.509799761499144E+05, -1.850654212904338E+05, -2.734156609528284E+04,  4.340192669511880E-01, -8.909649535128225E-01, -6.030285862195983E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.863568345, A.D. 2026-Apr-03 08:43:32.3050, -3.508496704575577E+05, -1.853326574804740E+05, -2.735964901168129E+04,  4.346852980047697E-01, -8.906095653832214E-01, -6.024991224225501E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.867040567, A.D. 2026-Apr-03 08:48:32.3050, -3.507191650015805E+05, -1.855997869808548E+05, -2.737771603955457E+04,  4.353510243682132E-01, -8.902536891638295E-01, -6.019693512642638E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.870512790, A.D. 2026-Apr-03 08:53:32.3050, -3.505884598734370E+05, -1.858668096451906E+05, -2.739576716968695E+04,  4.360164457293802E-01, -8.898973251280043E-01, -6.014392730870433E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.873985012, A.D. 2026-Apr-03 08:58:32.3050, -3.504575551646743E+05, -1.861337253271773E+05, -2.741380239287302E+04,  4.366815617764054E-01, -8.895404735492534E-01, -6.009088882332242E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.877457234, A.D. 2026-Apr-03 09:03:32.3050, -3.503264509669337E+05, -1.864005338805932E+05, -2.743182169991760E+04,  4.373463721976973E-01, -8.891831347012356E-01, -6.003781970451816E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.880929456, A.D. 2026-Apr-03 09:08:32.3050, -3.501951473719494E+05, -1.866672351592985E+05, -2.744982508163581E+04,  4.380108766819374E-01, -8.888253088577591E-01, -5.998471998653176E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.884401678, A.D. 2026-Apr-03 09:13:32.3050, -3.500636444715493E+05, -1.869338290172357E+05, -2.746781252885302E+04,  4.386750749180811E-01, -8.884669962927827E-01, -5.993158970360690E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.887873901, A.D. 2026-Apr-03 09:18:32.3050, -3.499319423576544E+05, -1.872003153084295E+05, -2.748578403240490E+04,  4.393389665953565E-01, -8.881081972804146E-01, -5.987842888999023E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.891346123, A.D. 2026-Apr-03 09:23:32.3050, -3.498000411222791E+05, -1.874666938869866E+05, -2.750373958313737E+04,  4.400025514032649E-01, -8.877489120949116E-01, -5.982523757993274E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.894818345, A.D. 2026-Apr-03 09:28:32.3050, -3.496679408575305E+05, -1.877329646070965E+05, -2.752167917190665E+04,  4.406658290315816E-01, -8.873891410106802E-01, -5.977201580768693E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.898290567, A.D. 2026-Apr-03 09:33:32.3050, -3.495356416556090E+05, -1.879991273230306E+05, -2.753960278957921E+04,  4.413287991703542E-01, -8.870288843022751E-01, -5.971876360750994E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.901762790, A.D. 2026-Apr-03 09:38:32.3050, -3.494031436088082E+05, -1.882651818891430E+05, -2.755751042703178E+04,  4.419914615099043E-01, -8.866681422443995E-01, -5.966548101366126E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.905235012, A.D. 2026-Apr-03 09:43:32.3050, -3.492704468095140E+05, -1.885311281598698E+05, -2.757540207515145E+04,  4.426538157408262E-01, -8.863069151119043E-01, -5.961216806040387E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.908707234, A.D. 2026-Apr-03 09:48:32.3050, -3.491375513502054E+05, -1.887969659897301E+05, -2.759327772483553E+04,  4.433158615539874E-01, -8.859452031797880E-01, -5.955882478200375E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.912179456, A.D. 2026-Apr-03 09:53:32.3050, -3.490044573234543E+05, -1.890626952333252E+05, -2.761113736699158E+04,  4.439775986405289E-01, -8.855830067231973E-01, -5.950545121272993E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.915651678, A.D. 2026-Apr-03 09:58:32.3050, -3.488711648219246E+05, -1.893283157453391E+05, -2.762898099253749E+04,  4.446390266918644E-01, -8.852203260174253E-01, -5.945204738685428E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.919123901, A.D. 2026-Apr-03 10:03:32.3050, -3.487376739383735E+05, -1.895938273805383E+05, -2.764680859240144E+04,  4.453001453996808E-01, -8.848571613379113E-01, -5.939861333865243E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.922596123, A.D. 2026-Apr-03 10:08:32.3050, -3.486039847656500E+05, -1.898592299937721E+05, -2.766462015752187E+04,  4.459609544559380E-01, -8.844935129602425E-01, -5.934514910240185E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.926068345, A.D. 2026-Apr-03 10:13:32.3050, -3.484700973966959E+05, -1.901245234399722E+05, -2.768241567884752E+04,  4.466214535528692E-01, -8.841293811601512E-01, -5.929165471238423E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.929540567, A.D. 2026-Apr-03 10:18:32.3050, -3.483360119245449E+05, -1.903897075741535E+05, -2.770019514733736E+04,  4.472816423829803E-01, -8.837647662135157E-01, -5.923813020288310E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.933012790, A.D. 2026-Apr-03 10:23:32.3050, -3.482017284423235E+05, -1.906547822514133E+05, -2.771795855396071E+04,  4.479415206390505E-01, -8.833996683963597E-01, -5.918457560818596E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.936485012, A.D. 2026-Apr-03 10:28:32.3050, -3.480672470432496E+05, -1.909197473269318E+05, -2.773570588969717E+04,  4.486010880141317E-01, -8.830340879848526E-01, -5.913099096258245E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.939957234, A.D. 2026-Apr-03 10:33:32.3050, -3.479325678206338E+05, -1.911846026559724E+05, -2.775343714553661E+04,  4.492603442015486E-01, -8.826680252553085E-01, -5.907737630036497E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.943429456, A.D. 2026-Apr-03 10:38:32.3050, -3.477976908678781E+05, -1.914493480938809E+05, -2.777115231247917E+04,  4.499192888948993E-01, -8.823014804841859E-01, -5.902373165582980E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.946901678, A.D. 2026-Apr-03 10:43:32.3050, -3.476626162784768E+05, -1.917139834960864E+05, -2.778885138153529E+04,  4.505779217880542E-01, -8.819344539480880E-01, -5.897005706327496E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.950373901, A.D. 2026-Apr-03 10:48:32.3050, -3.475273441460159E+05, -1.919785087181009E+05, -2.780653434372575E+04,  4.512362425751569E-01, -8.815669459237612E-01, -5.891635255700184E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.953846123, A.D. 2026-Apr-03 10:53:32.3050, -3.473918745641729E+05, -1.922429236155195E+05, -2.782420119008157E+04,  4.518942509506240E-01, -8.811989566880963E-01, -5.886261817131433E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.957318345, A.D. 2026-Apr-03 10:58:32.3050, -3.472562076267172E+05, -1.925072280440204E+05, -2.784185191164403E+04,  4.525519466091441E-01, -8.808304865181278E-01, -5.880885394051916E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.960790567, A.D. 2026-Apr-03 11:03:32.3050, -3.471203434275096E+05, -1.927714218593647E+05, -2.785948649946478E+04,  4.532093292456793E-01, -8.804615356910319E-01, -5.875505989892599E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.964262790, A.D. 2026-Apr-03 11:08:32.3050, -3.469842820605024E+05, -1.930355049173970E+05, -2.787710494460574E+04,  4.538663985554642E-01, -8.800921044841294E-01, -5.870123608084665E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.967735012, A.D. 2026-Apr-03 11:13:32.3050, -3.468480236197395E+05, -1.932994770740450E+05, -2.789470723813908E+04,  4.545231542340062E-01, -8.797221931748820E-01, -5.864738252059631E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.971207234, A.D. 2026-Apr-03 11:18:32.3050, -3.467115681993556E+05, -1.935633381853194E+05, -2.791229337114733E+04,  4.551795959770851E-01, -8.793518020408944E-01, -5.859349925249224E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.974679456, A.D. 2026-Apr-03 11:23:32.3050, -3.465749158935772E+05, -1.938270881073148E+05, -2.792986333472324E+04,  4.558357234807534E-01, -8.789809313599128E-01, -5.853958631085487E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.978151678, A.D. 2026-Apr-03 11:28:32.3050, -3.464380667967215E+05, -1.940907266962085E+05, -2.794741711996992E+04,  4.564915364413364E-01, -8.786095814098251E-01, -5.848564373000648E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.981623901, A.D. 2026-Apr-03 11:33:32.3050, -3.463010210031970E+05, -1.943542538082615E+05, -2.796495471800075E+04,  4.571470345554318E-01, -8.782377524686606E-01, -5.843167154427259E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.985096123, A.D. 2026-Apr-03 11:38:32.3050, -3.461637786075032E+05, -1.946176692998184E+05, -2.798247611993941E+04,  4.578022175199098E-01, -8.778654448145891E-01, -5.837766978798115E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.988568345, A.D. 2026-Apr-03 11:43:32.3050, -3.460263397042303E+05, -1.948809730273068E+05, -2.799998131691992E+04,  4.584570850319134E-01, -8.774926587259215E-01, -5.832363849546207E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.992040567, A.D. 2026-Apr-03 11:48:32.3050, -3.458887043880596E+05, -1.951441648472383E+05, -2.801747030008648E+04,  4.591116367888576E-01, -8.771193944811086E-01, -5.826957770104879E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.995512790, A.D. 2026-Apr-03 11:53:32.3050, -3.457508727537628E+05, -1.954072446162077E+05, -2.803494306059380E+04,  4.597658724884301E-01, -8.767456523587418E-01, -5.821548743907629E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461133.998985012, A.D. 2026-Apr-03 11:58:32.3050, -3.456128448962024E+05, -1.956702121908937E+05, -2.805239958960663E+04,  4.604197918285910E-01, -8.763714326375518E-01, -5.816136774388220E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.002457234, A.D. 2026-Apr-03 12:03:32.3050, -3.454746209103317E+05, -1.959330674280583E+05, -2.806983987830022E+04,  4.610733945075729E-01, -8.759967355964084E-01, -5.810721864980717E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.005929456, A.D. 2026-Apr-03 12:08:32.3050, -3.453362008911942E+05, -1.961958101845474E+05, -2.808726391786007E+04,  4.617266802238805E-01, -8.756215615143215E-01, -5.805304019119345E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.009401678, A.D. 2026-Apr-03 12:13:32.3050, -3.451975849339238E+05, -1.964584403172907E+05, -2.810467169948191E+04,  4.623796486762906E-01, -8.752459106704391E-01, -5.799883240238601E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.012873901, A.D. 2026-Apr-03 12:18:32.3050, -3.450587731337448E+05, -1.967209576833014E+05, -2.812206321437190E+04,  4.630322995638528E-01, -8.748697833440475E-01, -5.794459531773233E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.016346123, A.D. 2026-Apr-03 12:23:32.3050, -3.449197655859720E+05, -1.969833621396768E+05, -2.813943845374642E+04,  4.636846325858887E-01, -8.744931798145721E-01, -5.789032897158208E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.019818345, A.D. 2026-Apr-03 12:28:32.3050, -3.447805623860099E+05, -1.972456535435978E+05, -2.815679740883215E+04,  4.643366474419919E-01, -8.741161003615755E-01, -5.783603339828708E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.023290567, A.D. 2026-Apr-03 12:33:32.3050, -3.446411636293534E+05, -1.975078317523294E+05, -2.817414007086611E+04,  4.649883438320281E-01, -8.737385452647580E-01, -5.778170863220145E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.026762790, A.D. 2026-Apr-03 12:38:32.3050, -3.445015694115873E+05, -1.977698966232203E+05, -2.819146643109563E+04,  4.656397214561357E-01, -8.733605148039575E-01, -5.772735470768181E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.030235012, A.D. 2026-Apr-03 12:43:32.3050, -3.443617798283863E+05, -1.980318480137034E+05, -2.820877648077831E+04,  4.662907800147244E-01, -8.729820092591486E-01, -5.767297165908686E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.033707234, A.D. 2026-Apr-03 12:48:32.3050, -3.442217949755149E+05, -1.982936857812954E+05, -2.822607021118209E+04,  4.669415192084767E-01, -8.726030289104428E-01, -5.761855952077749E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.037179456, A.D. 2026-Apr-03 12:53:32.3050, -3.440816149488276E+05, -1.985554097835973E+05, -2.824334761358524E+04,  4.675919387383463E-01, -8.722235740380878E-01, -5.756411832711683E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.040651678, A.D. 2026-Apr-03 12:58:32.3050, -3.439412398442682E+05, -1.988170198782939E+05, -2.826060867927625E+04,  4.682420383055596E-01, -8.718436449224677E-01, -5.750964811246989E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.044123901, A.D. 2026-Apr-03 13:03:32.3050, -3.438006697578703E+05, -1.990785159231545E+05, -2.827785339955406E+04,  4.688918176116143E-01, -8.714632418441021E-01, -5.745514891120418E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.047596123, A.D. 2026-Apr-03 13:08:32.3050, -3.436599047857572E+05, -1.993398977760322E+05, -2.829508176572777E+04,  4.695412763582805E-01, -8.710823650836464E-01, -5.740062075768915E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.051068345, A.D. 2026-Apr-03 13:13:32.3050, -3.435189450241411E+05, -1.996011652948645E+05, -2.831229376911689E+04,  4.701904142475998E-01, -8.707010149218911E-01, -5.734606368629630E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.054540567, A.D. 2026-Apr-03 13:18:32.3050, -3.433777905693241E+05, -1.998623183376733E+05, -2.832948940105119E+04,  4.708392309818855E-01, -8.703191916397612E-01, -5.729147773139937E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.058012790, A.D. 2026-Apr-03 13:23:32.3050, -3.432364415176972E+05, -2.001233567625645E+05, -2.834666865287082E+04,  4.714877262637232E-01, -8.699368955183171E-01, -5.723686292737384E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461134.061485012, A.D. 2026-Apr-03 13:28:32.3050, -3.430948979657408E+05, -2.003842804277284E+05, -2.836383151592615E+04,  4.721358997959699E-01, -8.695541268387528E-01, -5.718221930859740E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
